item_id,item_name,unit,is_combo_product,quantity_sold,amount,average_price
7288706000000093261,Grade One Integrated Phonics - K. Marks-Dixon,,false,2.00,4780.00,2390.00
7288706000000093395,Grade Three Integrated Phonics - K. Marks-Dixon,,false,3.00,7200.00,2400.00
7288706000000093450,"Let's learn Together - Our Island Jamaica, Me & My World K3",,false,1.00,2320.00,2320.00
7288706000000093406,Redicovery Mathematics - Grade One,,false,1.00,2100.00,2100.00
